Mpipi     YLM       dYLM      
0.405     -0.003    0.001     
0.415     -0.004    0.001     
0.425     -0.005    0.001     
0.435     -0.006    0.001     
0.445     -0.008    0.001     
0.455     -0.009    0.002     
0.465     -0.011    0.002     
0.475     -0.013    0.002     
0.485     -0.015    0.003     
0.495     -0.018    0.003     
0.505     -0.020    0.003     
0.515     -0.023    0.004     
0.525     -0.026    0.004     
0.535     -0.030    0.005     
0.545     -0.033    0.006     
0.555     -0.037    0.006     
0.565     -0.041    0.007     
0.575     -0.046    0.008     
0.585     -0.051    0.008     
0.595     -0.056    0.009     
0.605     -0.062    0.010     
0.615     -0.069    0.011     
0.625     -0.077    0.012     
0.635     -0.086    0.013     
0.645     -0.096    0.014     
0.655     -0.108    0.015     
0.665     -0.122    0.016     
0.675     -0.139    0.017     
0.685     -0.158    0.018     
0.695     -0.181    0.019     
0.705     -0.209    0.019     
0.715     -0.239    0.019     
0.725     -0.272    0.018     
0.735     -0.306    0.016     
0.745     -0.336    0.013     
0.755     -0.359    0.010     
0.765     -0.369    0.008     
0.775     -0.367    0.009     
0.785     -0.352    0.012     
0.795     -0.328    0.015     
0.805     -0.299    0.017     
0.815     -0.267    0.019     
0.825     -0.237    0.019     
0.835     -0.209    0.020     
0.845     -0.182    0.020     
0.855     -0.158    0.020     
0.865     -0.138    0.019     
0.875     -0.120    0.018     
0.885     -0.104    0.018     
0.895     -0.090    0.017     
0.905     -0.079    0.016     
0.915     -0.069    0.016     
0.925     -0.060    0.015     
0.935     -0.052    0.014     
0.945     -0.046    0.014     
0.955     -0.041    0.013     
0.965     -0.037    0.013     
0.975     -0.033    0.012     
0.985     -0.031    0.011     
0.995     -0.030    0.011     
1.005     -0.030    0.010     
1.015     -0.031    0.010     
1.025     -0.033    0.010     
1.035     -0.034    0.009     
1.045     -0.036    0.009     
1.055     -0.038    0.009     
1.065     -0.040    0.009     
1.075     -0.042    0.009     
1.085     -0.045    0.009     
1.095     -0.048    0.009     
1.105     -0.051    0.009     
1.115     -0.054    0.009     
1.125     -0.057    0.009     
1.135     -0.060    0.010     
1.145     -0.065    0.011     
1.155     -0.069    0.012     
1.165     -0.075    0.013     
1.175     -0.080    0.014     
1.185     -0.087    0.016     
1.195     -0.095    0.019     
1.205     -0.104    0.021     
1.215     -0.114    0.024     
1.225     -0.126    0.028     
1.235     -0.138    0.032     
1.245     -0.150    0.036     
1.255     -0.162    0.040     
1.265     -0.173    0.044     
1.275     -0.180    0.047     
1.285     -0.184    0.049     
1.295     -0.185    0.050     
1.305     -0.182    0.051     
1.315     -0.175    0.050     
1.325     -0.167    0.049     
1.335     -0.157    0.047     
1.345     -0.146    0.045     
1.355     -0.136    0.043     
1.365     -0.126    0.041     
1.375     -0.116    0.039     
1.385     -0.108    0.037     
1.395     -0.100    0.035     
