Mpipi     YLM       dYLM      
0.405     -0.002    0.000     
0.415     -0.003    0.000     
0.425     -0.003    0.001     
0.435     -0.004    0.001     
0.445     -0.004    0.001     
0.455     -0.005    0.001     
0.465     -0.005    0.001     
0.475     -0.006    0.001     
0.485     -0.006    0.001     
0.495     -0.006    0.001     
0.505     -0.007    0.002     
0.515     -0.007    0.002     
0.525     -0.007    0.002     
0.535     -0.008    0.002     
0.545     -0.008    0.003     
0.555     -0.008    0.003     
0.565     -0.008    0.003     
0.575     -0.008    0.004     
0.585     -0.008    0.004     
0.595     -0.009    0.004     
0.605     -0.009    0.005     
0.615     -0.009    0.005     
0.625     -0.009    0.006     
0.635     -0.009    0.007     
0.645     -0.009    0.007     
0.655     -0.010    0.008     
0.665     -0.011    0.008     
0.675     -0.012    0.009     
0.685     -0.013    0.010     
0.695     -0.016    0.010     
0.705     -0.019    0.011     
0.715     -0.023    0.011     
0.725     -0.027    0.011     
0.735     -0.033    0.011     
0.745     -0.039    0.010     
0.755     -0.044    0.010     
0.765     -0.047    0.009     
0.775     -0.049    0.008     
0.785     -0.049    0.008     
0.795     -0.047    0.008     
0.805     -0.043    0.008     
0.815     -0.038    0.008     
0.825     -0.033    0.008     
0.835     -0.027    0.008     
0.845     -0.022    0.008     
0.855     -0.016    0.008     
0.865     -0.011    0.008     
0.875     -0.006    0.008     
0.885     -0.001    0.008     
0.895     0.003     0.008     
0.905     0.008     0.008     
0.915     0.012     0.008     
0.925     0.016     0.009     
0.935     0.020     0.009     
0.945     0.023     0.010     
0.955     0.026     0.011     
0.965     0.028     0.011     
0.975     0.026     0.013     
0.985     0.023     0.013     
0.995     0.019     0.014     
1.005     0.021     0.014     
1.015     0.025     0.014     
1.025     0.031     0.014     
1.035     0.036     0.015     
1.045     0.040     0.016     
1.055     0.044     0.017     
1.065     0.048     0.017     
1.075     0.051     0.018     
1.085     0.054     0.019     
1.095     0.056     0.020     
1.105     0.059     0.021     
1.115     0.061     0.022     
1.125     0.063     0.023     
1.135     0.065     0.024     
1.145     0.067     0.025     
1.155     0.068     0.026     
1.165     0.070     0.028     
1.175     0.072     0.029     
1.185     0.074     0.030     
1.195     0.077     0.031     
1.205     0.080     0.032     
1.215     0.083     0.033     
1.225     0.088     0.034     
1.235     0.093     0.035     
1.245     0.099     0.035     
1.255     0.105     0.035     
1.265     0.112     0.035     
1.275     0.119     0.034     
1.285     0.125     0.034     
1.295     0.131     0.034     
1.305     0.137     0.034     
1.315     0.142     0.034     
1.325     0.147     0.034     
1.335     0.152     0.034     
1.345     0.157     0.034     
1.355     0.164     0.034     
1.365     0.171     0.034     
1.375     0.178     0.034     
1.385     0.187     0.035     
1.395     0.196     0.035     
