Mpipi     YLM       dYLM      
0.405     0.023     0.006     
0.415     0.023     0.006     
0.425     0.023     0.007     
0.435     0.017     0.007     
0.445     0.013     0.008     
0.455     0.008     0.008     
0.465     0.002     0.008     
0.475     -0.007    0.009     
0.485     -0.017    0.009     
0.495     -0.027    0.010     
0.505     -0.040    0.010     
0.515     -0.054    0.011     
0.525     -0.071    0.011     
0.535     -0.089    0.012     
0.545     -0.108    0.012     
0.555     -0.129    0.013     
0.565     -0.151    0.013     
0.575     -0.174    0.014     
0.585     -0.201    0.015     
0.595     -0.224    0.015     
0.605     -0.250    0.016     
0.615     -0.280    0.017     
0.625     -0.306    0.018     
0.635     -0.335    0.019     
0.645     -0.361    0.020     
0.655     -0.389    0.021     
0.665     -0.413    0.022     
0.675     -0.432    0.023     
0.685     -0.451    0.025     
0.695     -0.462    0.027     
0.705     -0.469    0.028     
0.715     -0.470    0.030     
0.725     -0.460    0.032     
0.735     -0.445    0.034     
0.745     -0.413    0.036     
0.755     -0.380    0.037     
0.765     -0.343    0.038     
0.775     -0.302    0.038     
0.785     -0.272    0.037     
0.795     -0.248    0.037     
0.805     -0.235    0.035     
0.815     -0.226    0.034     
0.825     -0.224    0.033     
0.835     -0.230    0.032     
0.845     -0.232    0.031     
0.855     -0.236    0.030     
0.865     -0.245    0.030     
0.875     -0.249    0.029     
0.885     -0.257    0.029     
0.895     -0.264    0.029     
0.905     -0.270    0.029     
0.915     -0.277    0.029     
0.925     -0.288    0.029     
0.935     -0.300    0.030     
0.945     -0.318    0.032     
0.955     -0.331    0.034     
0.965     -0.357    0.036     
0.975     -0.379    0.037     
0.985     -0.376    0.036     
0.995     -0.321    0.032     
1.005     -0.246    0.030     
1.015     -0.194    0.030     
1.025     -0.156    0.029     
1.035     -0.132    0.028     
1.045     -0.117    0.027     
1.055     -0.101    0.027     
1.065     -0.091    0.026     
1.075     -0.083    0.026     
1.085     -0.070    0.025     
1.095     -0.060    0.025     
1.105     -0.049    0.025     
1.115     -0.039    0.024     
1.125     -0.026    0.024     
1.135     -0.017    0.024     
1.145     -0.008    0.025     
1.155     -0.000    0.025     
1.165     0.009     0.026     
1.175     0.018     0.026     
1.185     0.025     0.027     
1.195     0.030     0.029     
1.205     0.039     0.030     
1.215     0.046     0.032     
1.225     0.048     0.033     
1.235     0.055     0.035     
1.245     0.064     0.036     
1.255     0.075     0.037     
1.265     0.089     0.037     
1.275     0.101     0.036     
1.285     0.116     0.036     
1.295     0.134     0.035     
1.305     0.143     0.035     
1.315     0.155     0.035     
1.325     0.160     0.036     
1.335     0.159     0.037     
1.345     0.161     0.039     
1.355     0.156     0.040     
1.365     0.151     0.042     
1.375     0.137     0.044     
1.385     0.134     0.045     
1.395     0.123     0.046     
