Mpipi     YLM       dYLM      
0.405     0.034     0.007     
0.415     0.033     0.007     
0.425     0.030     0.008     
0.435     0.026     0.009     
0.445     0.021     0.011     
0.455     0.014     0.013     
0.465     0.005     0.017     
0.475     -0.007    0.021     
0.485     -0.021    0.025     
0.495     -0.036    0.030     
0.505     -0.055    0.035     
0.515     -0.075    0.041     
0.525     -0.099    0.047     
0.535     -0.125    0.054     
0.545     -0.154    0.060     
0.555     -0.185    0.067     
0.565     -0.219    0.075     
0.575     -0.254    0.082     
0.585     -0.292    0.089     
0.595     -0.332    0.097     
0.605     -0.373    0.104     
0.615     -0.415    0.110     
0.625     -0.460    0.118     
0.635     -0.503    0.124     
0.645     -0.543    0.129     
0.655     -0.582    0.134     
0.665     -0.617    0.138     
0.675     -0.644    0.142     
0.685     -0.667    0.145     
0.695     -0.681    0.146     
0.705     -0.681    0.147     
0.715     -0.664    0.148     
0.725     -0.628    0.146     
0.735     -0.571    0.143     
0.745     -0.486    0.137     
0.755     -0.393    0.131     
0.765     -0.294    0.124     
0.775     -0.204    0.116     
0.785     -0.135    0.110     
0.795     -0.082    0.104     
0.805     -0.056    0.099     
0.815     -0.051    0.095     
0.825     -0.056    0.093     
0.835     -0.070    0.091     
0.845     -0.086    0.089     
0.855     -0.107    0.089     
0.865     -0.127    0.088     
0.875     -0.148    0.088     
0.885     -0.166    0.087     
0.895     -0.184    0.088     
0.905     -0.201    0.089     
0.915     -0.218    0.092     
0.925     -0.234    0.095     
0.935     -0.247    0.098     
0.945     -0.265    0.105     
0.955     -0.285    0.115     
0.965     -0.309    0.126     
0.975     -0.336    0.135     
0.985     -0.348    0.127     
0.995     -0.328    0.102     
1.005     -0.291    0.076     
1.015     -0.255    0.061     
1.025     -0.227    0.053     
1.035     -0.209    0.049     
1.045     -0.193    0.046     
1.055     -0.181    0.043     
1.065     -0.167    0.041     
1.075     -0.157    0.040     
1.085     -0.146    0.038     
1.095     -0.137    0.037     
1.105     -0.127    0.036     
1.115     -0.116    0.035     
1.125     -0.107    0.034     
1.135     -0.097    0.034     
1.145     -0.091    0.032     
1.155     -0.086    0.031     
1.165     -0.076    0.030     
1.175     -0.073    0.029     
1.185     -0.067    0.028     
1.195     -0.058    0.028     
1.205     -0.054    0.028     
1.215     -0.048    0.030     
1.225     -0.041    0.032     
1.235     -0.032    0.035     
1.245     -0.024    0.037     
1.255     -0.008    0.040     
1.265     0.012     0.040     
1.275     0.032     0.040     
1.285     0.056     0.038     
1.295     0.083     0.036     
1.305     0.109     0.036     
1.315     0.135     0.036     
1.325     0.154     0.038     
1.335     0.170     0.041     
1.345     0.185     0.043     
1.355     0.193     0.045     
1.365     0.205     0.047     
1.375     0.209     0.048     
1.385     0.211     0.049     
1.395     0.212     0.050     
