Mpipi     YLM       dYLM      
0.405     -0.009    0.001     
0.415     -0.008    0.001     
0.425     -0.006    0.001     
0.435     -0.004    0.001     
0.445     -0.002    0.001     
0.455     0.001     0.001     
0.465     0.005     0.001     
0.475     0.009     0.001     
0.485     0.014     0.002     
0.495     0.020     0.002     
0.505     0.026     0.002     
0.515     0.033     0.002     
0.525     0.039     0.003     
0.535     0.046     0.003     
0.545     0.053     0.004     
0.555     0.060     0.004     
0.565     0.067     0.005     
0.575     0.074     0.005     
0.585     0.081     0.006     
0.595     0.087     0.007     
0.605     0.093     0.008     
0.615     0.098     0.009     
0.625     0.101     0.011     
0.635     0.104     0.012     
0.645     0.105     0.014     
0.655     0.104     0.016     
0.665     0.100     0.018     
0.675     0.092     0.020     
0.685     0.080     0.022     
0.695     0.062     0.024     
0.705     0.037     0.026     
0.715     0.004     0.027     
0.725     -0.037    0.028     
0.735     -0.084    0.027     
0.745     -0.135    0.025     
0.755     -0.185    0.021     
0.765     -0.227    0.017     
0.775     -0.257    0.012     
0.785     -0.271    0.008     
0.795     -0.273    0.008     
0.805     -0.264    0.010     
0.815     -0.247    0.013     
0.825     -0.228    0.015     
0.835     -0.207    0.017     
0.845     -0.186    0.018     
0.855     -0.167    0.018     
0.865     -0.150    0.018     
0.875     -0.133    0.019     
0.885     -0.119    0.019     
0.895     -0.106    0.018     
0.905     -0.095    0.018     
0.915     -0.085    0.018     
0.925     -0.076    0.018     
0.935     -0.068    0.017     
0.945     -0.062    0.017     
0.955     -0.056    0.017     
0.965     -0.051    0.017     
0.975     -0.046    0.017     
0.985     -0.041    0.017     
0.995     -0.035    0.018     
1.005     -0.028    0.018     
1.015     -0.022    0.018     
1.025     -0.017    0.019     
1.035     -0.012    0.019     
1.045     -0.008    0.019     
1.055     -0.004    0.019     
1.065     -0.000    0.020     
1.075     0.003     0.020     
1.085     0.007     0.020     
1.095     0.011     0.021     
1.105     0.015     0.021     
1.115     0.018     0.022     
1.125     0.022     0.023     
1.135     0.025     0.023     
1.145     0.028     0.024     
1.155     0.031     0.025     
1.165     0.033     0.026     
1.175     0.035     0.027     
1.185     0.037     0.029     
1.195     0.038     0.030     
1.205     0.038     0.032     
1.215     0.038     0.033     
1.225     0.036     0.035     
1.235     0.034     0.037     
1.245     0.031     0.039     
1.255     0.029     0.041     
1.265     0.026     0.042     
1.275     0.025     0.043     
1.285     0.025     0.044     
1.295     0.026     0.044     
1.305     0.030     0.044     
1.315     0.035     0.043     
1.325     0.040     0.042     
1.335     0.046     0.041     
1.345     0.051     0.040     
1.355     0.055     0.039     
1.365     0.059     0.038     
1.375     0.061     0.036     
1.385     0.062     0.035     
1.395     0.062     0.034     
