Mpipi     YLM       dYLM      
0.405     -0.015    0.001     
0.415     -0.016    0.001     
0.425     -0.016    0.001     
0.435     -0.014    0.001     
0.445     -0.011    0.001     
0.455     -0.007    0.001     
0.465     -0.001    0.002     
0.475     0.006     0.002     
0.485     0.016     0.002     
0.495     0.027     0.003     
0.505     0.040     0.003     
0.515     0.055     0.004     
0.525     0.071     0.004     
0.535     0.089     0.004     
0.545     0.108     0.005     
0.555     0.129     0.005     
0.565     0.150     0.006     
0.575     0.172     0.007     
0.585     0.195     0.007     
0.595     0.218     0.008     
0.605     0.241     0.009     
0.615     0.263     0.009     
0.625     0.285     0.010     
0.635     0.305     0.011     
0.645     0.323     0.012     
0.655     0.339     0.013     
0.665     0.351     0.014     
0.675     0.357     0.016     
0.685     0.357     0.017     
0.695     0.348     0.019     
0.705     0.328     0.020     
0.715     0.294     0.022     
0.725     0.245     0.023     
0.735     0.180     0.024     
0.745     0.101     0.024     
0.755     0.017     0.023     
0.765     -0.064    0.021     
0.775     -0.132    0.019     
0.785     -0.179    0.015     
0.795     -0.206    0.012     
0.805     -0.213    0.009     
0.815     -0.208    0.006     
0.825     -0.191    0.004     
0.835     -0.170    0.003     
0.845     -0.146    0.004     
0.855     -0.122    0.005     
0.865     -0.097    0.006     
0.875     -0.073    0.007     
0.885     -0.051    0.008     
0.895     -0.030    0.009     
0.905     -0.010    0.010     
0.915     0.009     0.010     
0.925     0.026     0.011     
0.935     0.042     0.012     
0.945     0.057     0.013     
0.955     0.071     0.013     
0.965     0.084     0.014     
0.975     0.095     0.015     
0.985     0.104     0.016     
0.995     0.114     0.017     
1.005     0.124     0.018     
1.015     0.135     0.019     
1.025     0.147     0.020     
1.035     0.157     0.021     
1.045     0.167     0.021     
1.055     0.176     0.022     
1.065     0.185     0.023     
1.075     0.193     0.024     
1.085     0.201     0.024     
1.095     0.209     0.025     
1.105     0.216     0.026     
1.115     0.224     0.027     
1.125     0.231     0.028     
1.135     0.238     0.029     
1.145     0.244     0.029     
1.155     0.250     0.030     
1.165     0.257     0.031     
1.175     0.263     0.032     
1.185     0.269     0.033     
1.195     0.275     0.034     
1.205     0.281     0.035     
1.215     0.286     0.035     
1.225     0.292     0.036     
1.235     0.297     0.037     
1.245     0.301     0.038     
1.255     0.306     0.039     
1.265     0.311     0.040     
1.275     0.314     0.041     
1.285     0.318     0.042     
1.295     0.321     0.043     
1.305     0.325     0.043     
1.315     0.328     0.044     
1.325     0.331     0.045     
1.335     0.336     0.046     
1.345     0.340     0.047     
1.355     0.344     0.048     
1.365     0.349     0.049     
1.375     0.353     0.050     
1.385     0.358     0.050     
1.395     0.363     0.051     
