Mpipi     YLM       dYLM      
0.405     -0.006    0.001     
0.415     -0.007    0.001     
0.425     -0.009    0.002     
0.435     -0.011    0.002     
0.445     -0.014    0.002     
0.455     -0.017    0.003     
0.465     -0.020    0.003     
0.475     -0.024    0.004     
0.485     -0.029    0.004     
0.495     -0.035    0.005     
0.505     -0.041    0.005     
0.515     -0.048    0.006     
0.525     -0.055    0.006     
0.535     -0.062    0.006     
0.545     -0.070    0.007     
0.555     -0.077    0.007     
0.565     -0.084    0.007     
0.575     -0.091    0.007     
0.585     -0.097    0.007     
0.595     -0.103    0.006     
0.605     -0.108    0.006     
0.615     -0.111    0.006     
0.625     -0.114    0.006     
0.635     -0.115    0.006     
0.645     -0.115    0.006     
0.655     -0.114    0.006     
0.665     -0.111    0.007     
0.675     -0.107    0.008     
0.685     -0.101    0.009     
0.695     -0.093    0.010     
0.705     -0.083    0.012     
0.715     -0.071    0.013     
0.725     -0.055    0.015     
0.735     -0.036    0.016     
0.745     -0.015    0.017     
0.755     0.009     0.018     
0.765     0.035     0.019     
0.775     0.061     0.019     
0.785     0.084     0.018     
0.795     0.104     0.017     
0.805     0.121     0.016     
0.815     0.134     0.015     
0.825     0.145     0.014     
0.835     0.154     0.013     
0.845     0.158     0.013     
0.855     0.164     0.012     
0.865     0.168     0.012     
0.875     0.172     0.011     
0.885     0.176     0.011     
0.895     0.179     0.010     
0.905     0.181     0.010     
0.915     0.183     0.010     
0.925     0.185     0.010     
0.935     0.186     0.011     
0.945     0.187     0.011     
0.955     0.188     0.011     
0.965     0.189     0.012     
0.975     0.190     0.014     
0.985     0.188     0.015     
0.995     0.183     0.017     
1.005     0.178     0.018     
1.015     0.174     0.019     
1.025     0.171     0.020     
1.035     0.168     0.021     
1.045     0.163     0.021     
1.055     0.161     0.022     
1.065     0.159     0.024     
1.075     0.157     0.026     
1.085     0.153     0.029     
1.095     0.151     0.031     
1.105     0.150     0.033     
1.115     0.149     0.036     
1.125     0.149     0.038     
1.135     0.147     0.040     
1.145     0.146     0.045     
1.155     0.149     0.048     
1.165     0.153     0.051     
1.175     0.157     0.056     
1.185     0.164     0.060     
1.195     0.171     0.065     
1.205     0.183     0.068     
1.215     0.194     0.073     
1.225     0.207     0.076     
1.235     0.226     0.079     
1.245     0.240     0.080     
1.255     0.254     0.081     
1.265     0.267     0.079     
1.275     0.273     0.077     
1.285     0.270     0.073     
1.295     0.262     0.069     
1.305     0.248     0.064     
1.315     0.228     0.061     
1.325     0.202     0.057     
1.335     0.176     0.056     
1.345     0.149     0.054     
1.355     0.123     0.053     
1.365     0.099     0.053     
1.375     0.075     0.052     
1.385     0.055     0.052     
1.395     0.036     0.051     
