Mpipi     YLM       dYLM      
0.405     0.002     0.001     
0.415     0.002     0.001     
0.425     0.003     0.001     
0.435     0.003     0.001     
0.445     0.004     0.001     
0.455     0.004     0.002     
0.465     0.005     0.002     
0.475     0.005     0.002     
0.485     0.006     0.002     
0.495     0.006     0.003     
0.505     0.007     0.003     
0.515     0.008     0.003     
0.525     0.008     0.004     
0.535     0.008     0.004     
0.545     0.009     0.004     
0.555     0.009     0.005     
0.565     0.009     0.005     
0.575     0.010     0.006     
0.585     0.010     0.006     
0.595     0.010     0.007     
0.605     0.010     0.007     
0.615     0.010     0.008     
0.625     0.010     0.008     
0.635     0.010     0.009     
0.645     0.010     0.010     
0.655     0.010     0.010     
0.665     0.011     0.011     
0.675     0.011     0.012     
0.685     0.011     0.013     
0.695     0.011     0.014     
0.705     0.011     0.015     
0.715     0.011     0.017     
0.725     0.009     0.018     
0.735     0.007     0.020     
0.745     0.004     0.022     
0.755     -0.001    0.023     
0.765     -0.006    0.025     
0.775     -0.012    0.026     
0.785     -0.017    0.026     
0.795     -0.021    0.026     
0.805     -0.025    0.026     
0.815     -0.027    0.025     
0.825     -0.029    0.025     
0.835     -0.029    0.024     
0.845     -0.030    0.024     
0.855     -0.029    0.023     
0.865     -0.029    0.023     
0.875     -0.028    0.023     
0.885     -0.027    0.023     
0.895     -0.027    0.023     
0.905     -0.026    0.023     
0.915     -0.025    0.023     
0.925     -0.025    0.023     
0.935     -0.025    0.024     
0.945     -0.025    0.024     
0.955     -0.027    0.025     
0.965     -0.029    0.025     
0.975     -0.034    0.026     
0.985     -0.040    0.025     
0.995     -0.041    0.024     
1.005     -0.037    0.023     
1.015     -0.032    0.023     
1.025     -0.027    0.023     
1.035     -0.024    0.024     
1.045     -0.021    0.025     
1.055     -0.020    0.026     
1.065     -0.019    0.026     
1.075     -0.018    0.027     
1.085     -0.018    0.028     
1.095     -0.018    0.030     
1.105     -0.018    0.031     
1.115     -0.018    0.032     
1.125     -0.019    0.034     
1.135     -0.020    0.036     
1.145     -0.022    0.038     
1.155     -0.024    0.040     
1.165     -0.026    0.043     
1.175     -0.029    0.046     
1.185     -0.032    0.050     
1.195     -0.037    0.053     
1.205     -0.042    0.058     
1.215     -0.048    0.062     
1.225     -0.055    0.066     
1.235     -0.064    0.071     
1.245     -0.073    0.075     
1.255     -0.082    0.078     
1.265     -0.091    0.080     
1.275     -0.099    0.081     
1.285     -0.105    0.081     
1.295     -0.109    0.080     
1.305     -0.108    0.077     
1.315     -0.105    0.075     
1.325     -0.098    0.072     
1.335     -0.088    0.069     
1.345     -0.076    0.066     
1.355     -0.062    0.063     
1.365     -0.047    0.061     
1.375     -0.030    0.059     
1.385     -0.013    0.057     
1.395     0.003     0.055     
