Mpipi     YLM       dYLM      
0.405     0.018     0.002     
0.415     0.021     0.002     
0.425     0.025     0.002     
0.435     0.028     0.002     
0.445     0.031     0.003     
0.455     0.033     0.003     
0.465     0.035     0.004     
0.475     0.036     0.004     
0.485     0.035     0.004     
0.495     0.034     0.005     
0.505     0.030     0.005     
0.515     0.026     0.006     
0.525     0.019     0.006     
0.535     0.010     0.007     
0.545     -0.000    0.008     
0.555     -0.013    0.008     
0.565     -0.028    0.009     
0.575     -0.045    0.009     
0.585     -0.065    0.010     
0.595     -0.087    0.011     
0.605     -0.112    0.012     
0.615     -0.139    0.013     
0.625     -0.169    0.014     
0.635     -0.201    0.015     
0.645     -0.235    0.016     
0.655     -0.271    0.017     
0.665     -0.308    0.019     
0.675     -0.343    0.021     
0.685     -0.376    0.024     
0.695     -0.404    0.027     
0.705     -0.420    0.031     
0.715     -0.420    0.036     
0.725     -0.396    0.041     
0.735     -0.343    0.047     
0.745     -0.255    0.053     
0.755     -0.137    0.058     
0.765     0.001     0.062     
0.775     0.145     0.063     
0.785     0.279     0.063     
0.795     0.386     0.060     
0.805     0.466     0.057     
0.815     0.519     0.052     
0.825     0.549     0.048     
0.835     0.561     0.044     
0.845     0.560     0.040     
0.855     0.549     0.036     
0.865     0.533     0.033     
0.875     0.512     0.030     
0.885     0.490     0.027     
0.895     0.466     0.025     
0.905     0.441     0.023     
0.915     0.416     0.021     
0.925     0.392     0.020     
0.935     0.368     0.019     
0.945     0.345     0.018     
0.955     0.323     0.017     
0.965     0.303     0.016     
0.975     0.283     0.016     
0.985     0.266     0.015     
0.995     0.249     0.015     
1.005     0.232     0.015     
1.015     0.215     0.014     
1.025     0.199     0.014     
1.035     0.184     0.015     
1.045     0.170     0.015     
1.055     0.158     0.015     
1.065     0.146     0.016     
1.075     0.135     0.016     
1.085     0.125     0.016     
1.095     0.116     0.017     
1.105     0.108     0.017     
1.115     0.100     0.018     
1.125     0.093     0.018     
1.135     0.087     0.019     
1.145     0.082     0.020     
1.155     0.076     0.020     
1.165     0.071     0.021     
1.175     0.067     0.022     
1.185     0.062     0.023     
1.195     0.059     0.024     
1.205     0.055     0.024     
1.215     0.052     0.026     
1.225     0.050     0.027     
1.235     0.048     0.028     
1.245     0.047     0.029     
1.255     0.047     0.031     
1.265     0.049     0.032     
1.275     0.052     0.034     
1.285     0.057     0.035     
1.295     0.061     0.035     
1.305     0.068     0.036     
1.315     0.074     0.036     
1.325     0.080     0.036     
1.335     0.086     0.036     
1.345     0.092     0.036     
1.355     0.097     0.035     
1.365     0.101     0.035     
1.375     0.105     0.034     
1.385     0.109     0.034     
1.395     0.112     0.034     
